depmap_id	cell_line_name	stripped_cell_line_name	cell_line	aliases	cosmic_id	sex	source	RRID	WTSI_master_cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	subtype_disease	age	sanger_id	additional_info	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	default_growth_pattern	model_manipulation	model_manipulation_details	patient_id	parent_depmap_id	Cellosaurus_NCIt_disease	Cellosaurus_NCIt_id	Cellosaurus_issues
ACH-000772	TE 441.T	TE441T	TE441T_SOFT_TISSUE	NA	924248	Female	ATCC	CVCL_1754	298	soft_tissue	NA	Sarcoma	Rhabdomyosarcoma	14	SIDM01173	NA	soft_tissue	rhabdomyosarcoma	NA	NA	2D: adherent	NA	NA	PT-nDp3Xt	NA	Rhabdomyosarcoma	C3359	NA
ACH-000773	Ki-JK	KIJK	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	CVCL_2093	NA	pleural_effusion	NA	Lymphoma	T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)	15	NA	NA	lymphocyte	non_hodgkin_lymphoma	t_cell_ALCL	NA	NA	NA	NA	PT-vEVB0H	NA	Anaplastic large cell lymphoma, ALK-positive	C37193	NA
ACH-000774	RERF-LC-Ad2	RERFLCAD2	RERFLCAD2_LUNG	NA	NA	Male	HSRRB	CVCL_1652	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-lbbkFm	NA	Lung adenocarcinoma	C3512	NA
ACH-000775	NCI-H727	NCIH727	NCIH727_LUNG	NA	724855	Female	ATCC	CVCL_1584	341	lung	Primary	Lung Cancer	Carcinoid	65	SIDM01119	NA	lung	lung_carcinoid	NA	NA	2D: adherent	NA	NA	PT-u3m7Of	NA	Lung carcinoid tumor	C4038	NA
ACH-000776	ONS-76	ONS76	ONS76_CENTRAL_NERVOUS_SYSTEM	NA	909248	Female	HSRRB	CVCL_1624	67	central_nervous_system	Primary	Brain Cancer	Medulloblastoma	2	SIDM00567	NA	central_nervous_system	medulloblastoma	NA	non_MYC	NA	NA	NA	PT-DtdDWT	NA	Medulloblastoma	C3222	NA
ACH-000777	KYSE-30	KYSE30	KYSE30_OESOPHAGUS	NA	NA	Male	DSMZ	CVCL_1351	NA	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	64	SIDM00015	NA	esophagus	esophagus_squamous	NA	NA	2D: adherent	NA	NA	PT-kporZQ	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000778	HSC-3	HSC3	HSC3_UPPER_AERODIGESTIVE_TRACT	NA	907061	Male	HSRRB	CVCL_1288	648	upper_aerodigestive_tract	Metastasis	Head and Neck Cancer	Squamous Cell Carcinoma	64	SIDM00589	NA	upper_aerodigestive	upper_aerodigestive_squamous	NA	NA	NA	NA	NA	PT-XJviYz	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000779	NA	PC9	PC9_LUNG	NA	NA	Male	Academic lab	CVCL_B260	NA	lung	NA	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	45	SIDM00236	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	NA	NA	NA	PT-nDRyc6	NA	Lung adenocarcinoma	C3512	NA
ACH-000780	NCI-H1105	NCIH1105	NCIH1105_LUNG	NA	908468	Male	ATCC	CVCL_1455	128	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	73	SIDM00652	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-SCGBeX	NA	Lung small cell carcinoma	C4917	NA
ACH-000781	NCI-H2023	NCIH2023	NCIH2023_LUNG	NA	1240187	Male	ATCC	CVCL_1515	1266	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	26	SIDM00753	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-CKs1VS	NA	Lung adenocarcinoma	C3512	NA
ACH-000782	SEM	SEM	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	CVCL_0095	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL), B-cell	5	NA	NA	blood	ALL	b_cell	NA	2D: suspension	NA	NA	PT-IjgcRg	NA	Childhood B acute lymphoblastic leukemia	C9140	NA
ACH-000783	CAMA-1	CAMA1	CAMA1_BREAST	NA	946382	Female	ATCC	CVCL_1115	363	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	51	SIDM00920	NA	breast	breast_carcinoma	ERpos_HER2neg	luminal	2D: adherent	NA	NA	PT-dK1tBm	NA	Breast adenocarcinoma	C5214	NA
ACH-000784	KYSE-70	KYSE70	KYSE70_OESOPHAGUS	NA	753576	Male	DSMZ	CVCL_1356	2219	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	77	SIDM01024	NA	esophagus	esophagus_squamous	NA	NA	NA	NA	NA	PT-YTdWR1	NA	Esophageal squamous cell carcinoma	C4024	TP53 mutation indicated as c.750_751insC in PubMed=8575860
ACH-000785	NCI-H2126	NCIH2126	NCIH2126_LUNG	NA	NA	Male	ATCC	CVCL_1532	NA	haematopoietic_and_lymphoid_tissue	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	65	SIDM00775	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-AOPcW9	NA	Lung large cell carcinoma	C4450	NA
ACH-000786	Daudi	DAUDI	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906831	Male	ATCC	CVCL_0008	1783	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell, Non-Hodgkins, Burkitts	16	SIDM00845	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA	NA	NA	NA	PT-ieeLlY	NA	EBV-related Burkitt lymphoma	C27694	TP53 mutation indicated incorrectly as being at c.637C>T in PubMed=2052620
ACH-000787	LXF-289	LXF289	LXF289_LUNG	NA	753592	Male	DSMZ	CVCL_1394	1175	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	62	SIDM00339	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-w7dxuB	NA	Lung adenocarcinoma	C3512	NA
ACH-000788	A2058	A2058	A2058_SKIN	NA	906792	Male	ATCC	CVCL_1059	652	lymph_node	Metastasis	Skin Cancer	Melanoma	43	SIDM00797	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-ZSJTWI	NA	Amelanotic melanoma	C3802	NA
ACH-000789	NCI-H810	NCIH810	NCIH810_LUNG	NA	925341	Male	ATCC	CVCL_1590	1104	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	51	SIDM01116	NA	lung	NSCLC	NSCLC_large_cell	NA	2D: adherent	NA	NA	PT-wTzkNy	NA	Lung large cell carcinoma	C4450	NA
ACH-000790	SHP-77	SHP77	SHP77_LUNG	NA	724872	Male	ATCC	CVCL_1693	1479	lung	Primary	Lung Cancer	Small Cell Lung Cancer (SCLC)	54	SIDM01078	NA	lung	SCLC	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-EI5eP1	NA	Lung small cell carcinoma	C4917	NA
ACH-000791	RERF-LC-Ad1	RERFLCAD1	RERFLCAD1_LUNG	NA	NA	Male	HSRRB	CVCL_1651	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	70	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-sAWSgy	NA	Lung adenocarcinoma	C3512	NA
ACH-000792	BFTC-909	BFTC909	BFTC909_KIDNEY	NA	910698	Male	DSMZ	CVCL_1084	1284	kidney	Primary	Kidney Cancer	Renal Carcinoma, transitional cell	64	SIDM00988	NA	kidney	renal_cell_carcinoma	transitional_cell	NA	NA	NA	NA	PT-FrUuvH	NA	Renal pelvis urothelial carcinoma	C7355	NA
ACH-000793	KATO III	KATOIII	KATOIII_STOMACH	NA	907276	Male	ATCC	CVCL_0371	406	pleural_effusion	Metastasis	Gastric Cancer	Adenocarcinoma, signet ring cell	57	SIDM00687	NA	gastric	gastric_adenocarcinoma	signet_ring_cell	NA	2D: mixed adherent and suspension	NA	NA	PT-xOmD9v	NA	Down syndrome	C2993	NA
ACH-000794	BICR 22	BICR22	BICR22_UPPER_AERODIGESTIVE_TRACT	NA	1240121	Male	ECACC	CVCL_2310	1575	lymph_node	Metastasis	Head and Neck Cancer	Squamous Cell Carcinoma, oral	88	SIDM00485	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	2D: adherent	NA	NA	PT-zkbKhd	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000795	MOLT-13	MOLT13	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908146	Female	DSMZ	CVCL_1422	86	bone_marrow	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL), T-cell	2	SIDM00433	NA	blood	ALL	t_cell	NA	2D: suspension	NA	NA	PT-ZUsqVo	NA	Childhood T acute lymphoblastic leukemia	C7953	NA
ACH-000796	MCAS	MCAS	MCAS_OVARY	NA	NA	Female	HSRRB	CVCL_3020	NA	ovary	Primary	Ovarian Cancer	Cystadenocarcinoma, mucinous	60	SIDM00008	NA	ovary	ovary_adenocarcinoma	mucinous	NA	2D: adherent	NA	NA	PT-Tlf0ul	NA	Ovarian mucinous cystadenocarcinoma	C4026	NA
ACH-000798	CL-40	CL40	CL40_LARGE_INTESTINE	NA	1240124	Female	DSMZ	CVCL_1982	555	Colon	Primary	Colon/Colorectal Cancer	Adenocarcinoma	NA	SIDM00960	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-maJywx	NA	Colon adenocarcinoma	C4349	NA
ACH-000799	Hs 695T	HS695T	HS695T_SKIN	NA	NA	Male	ATCC	CVCL_0851	NA	lymph_node	Metastasis	Skin Cancer	Melanoma, amelanotic	26	NA	NA	skin	melanoma	amelanotic	NA	2D: adherent	NA	NA	PT-mZ69Vl	NA	Amelanotic melanoma	C3802	NA
ACH-000800	NCI-H446	NCIH446	NCIH446_LUNG	NA	688023	Male	ATCC	CVCL_1562	1222	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	61	SIDM00965	NA	lung	SCLC	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-RmrNlb	NA	Lung small cell carcinoma	C4917	NA
ACH-000802	BFTC-905	BFTC905	BFTC905_URINARY_TRACT	NA	910926	Female	DSMZ	CVCL_1083	1583	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	51	SIDM00989	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-YqLKaW	NA	Bladder carcinoma	C4912	NA
ACH-000803	COLO 668	COLO668	COLO668_LUNG	NA	910692	Female	ECACC	CVCL_1128	1072	central_nervous_system	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	47	SIDM00143	NA	lung	SCLC	NA	NA	2D: adherent	NA	NA	PT-dQkCfQ	NA	Lung small cell carcinoma	C4917	NA
ACH-000804	NB-1	NB1	NB1_AUTONOMIC_GANGLIA	NA	949179	Male	HSRRB	CVCL_1440	127	lymph_node	Metastasis	Neuroblastoma	NA	2	SIDM00578	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: adherent	NA	NA	PT-dk8yt2	NA	Neuroblastoma	C3270	NA
ACH-000805	COLO-679	COLO679	COLO679_SKIN	NA	906818	Female	DSMZ	CVCL_1130	2049	skin	Metastasis	Skin Cancer	Melanoma	47	SIDM00284	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-SscYEx	NA	Cutaneous melanoma	C3510	NA
ACH-000806	L-540	L540	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907323	Female	DSMZ	CVCL_1362	651	bone_marrow	NA	Lymphoma	B-cell, Hodgkins	20	SIDM00329	SNP fingerprinting rules out CCRF-CEM contamination.	lymphocyte	hodgkin_lymphoma	NA	NA	NA	NA	NA	PT-COK0Ia	NA	Hodgkin lymphoma	C9357	NA
ACH-000807	SNU-738	SNU738	SNU738_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	KCLB	CVCL_5087	NA	central_nervous_system	NA	Brain Cancer	Oligodendroglioma	40	NA	NA	central_nervous_system	glioma	oligodendroglioma	NA	NA	NA	NA	PT-Yppu5U	NA	Oligodendroglioma	C3288	NA
ACH-000809	KYSE-410	KYSE410	KYSE410_OESOPHAGUS	NA	753574	Male	DSMZ	CVCL_1352	952	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	51	SIDM01028	NA	esophagus	esophagus_squamous	NA	NA	2D: adherent	NA	NA	PT-zFPWWq	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000810	SK-MEL-30	SKMEL30	SKMEL30_SKIN	NA	909726	Male	DSMZ	CVCL_0039	1789	skin	Metastasis	Skin Cancer	Melanoma	67	SIDM00392	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-1TshCj	NA	Cutaneous melanoma	C3510	NA
ACH-000811	SK-OV-3	SKOV3	SKOV3_OVARY	NA	905959	Female	ATCC	CVCL_0532	1166	ascites	Metastasis	Ovarian Cancer	Cystadenocarcinoma, endometrioid	64	SIDM00079	NA	ovary	ovary_adenocarcinoma	endometrioid	NA	2D: adherent	NA	NA	PT-RV3Y6W	NA	Ovarian serous cystadenocarcinoma	C7978	NA
ACH-000812	COLO-783	COLO783	COLO783_SKIN	NA	1240125	Female	DSMZ	CVCL_1997	857	lymph_node	Metastasis	Skin Cancer	Melanoma	48	SIDM00955	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-WHZxXI	NA	Melanoma	C3224	NA
ACH-000814	Hs 939.T	HS939T	HS939T_SKIN	NA	1298144	Female	ATCC	CVCL_1036	1261	skin	NA	Skin Cancer	Melanoma	24	SIDM00663	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-2OcAGh	NA	Melanoma	C3224	NA
ACH-000815	KM-H2	KMH2	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909976	Male	DSMZ	CVCL_1330	313	pleural_effusion	Metastasis	Lymphoma	B-cell, Hodgkins	37	SIDM01018	NA	lymphocyte	hodgkin_lymphoma	NA	NA	NA	NA	NA	PT-6Uzxpn	NA	Hodgkin lymphoma	C9357	NA
ACH-000816	NCI-H524	NCIH524	NCIH524_LUNG	NA	908483	Male	ATCC	CVCL_1568	2147	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	63	SIDM01129	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-veV7dF	NA	Lung small cell carcinoma	C4917	NA
ACH-000817	RPMI 8226	RPMI8226	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	905964	Male	ATCC	CVCL_0014	705	haematopoietic_and_lymphoid_tissue	Primary	Myeloma	Multiple Myeloma, plasmacytoma	61	SIDM00087	NA	plasma_cell	multiple_myeloma	plasmacytoma	NA	2D: suspension	NA	NA	PT-pWj35D	NA	Plasma cell myeloma	C3242	NA
ACH-000818	BT-483	BT483	BT483_BREAST	NA	949093	Female	ATCC	CVCL_2319	1231	breast	Primary	Breast Cancer	Breast Ductal Carcinoma	23	SIDM00892	NA	breast	breast_ductal_carcinoma	ERpos_HER2neg	luminal	2D: adherent	NA	NA	PT-EQndr2	NA	Invasive breast carcinoma of no special type	C4194	NA
ACH-000819	LN-18	LN18	LN18_CENTRAL_NERVOUS_SYSTEM	NA	1240168	Male	ATCC	CVCL_0392	1503	central_nervous_system	Primary	Brain Cancer	Glioblastoma	65	SIDM00685	NA	central_nervous_system	glioma	glioblastoma	NA	2D: adherent	NA	NA	PT-1DyLm0	NA	Glioblastoma	C3058	NA
ACH-000820	SW403	SW403	SW403_LARGE_INTESTINE	NA	NA	Female	ATCC	CVCL_0545	NA	Colon	Primary	Colon/Colorectal Cancer	Adenocarcinoma	51	SIDM00836	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-EteVig	NA	Colon adenocarcinoma	C4349	NA
ACH-000821	EJM	EJM	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1297447	Female	DSMZ	CVCL_2030	567	ascites	Primary	Myeloma	Multiple Myeloma	58	SIDM01048	NA	plasma_cell	multiple_myeloma	NA	NA	NA	NA	NA	PT-G4TwMh	NA	Plasma cell myeloma	C3242	NA
ACH-000822	SK-MEL-24	SKMEL24	SKMEL24_SKIN	NA	909725	Male	ATCC	CVCL_0599	945	lymph_node	Metastasis	Skin Cancer	Melanoma	67	SIDM01106	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-n2hnAf	NA	Melanoma	C3224	NA
ACH-000823	KYSE-140	KYSE140	KYSE140_OESOPHAGUS	NA	753573	Male	DSMZ	CVCL_1347	951	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	54	SIDM01032	NA	esophagus	esophagus_squamous	NA	NA	2D: adherent	NA	NA	PT-O7zBRO	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000824	KYSE-510	KYSE510	KYSE510_OESOPHAGUS	NA	907321	Female	DSMZ	CVCL_1354	893	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	67	SIDM01026	NA	esophagus	esophagus_squamous	NA	NA	NA	NA	NA	PT-ItKoPJ	NA	Esophageal squamous cell carcinoma	C4024	NA
ACH-000825	HOP-92	HOP92	HOP92_LUNG	NA	905973	Male	Academic lab	CVCL_1286	888	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	62	SIDM00134	NA	lung	NSCLC	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-fbGZ8j	NA	Lung non-small cell carcinoma	C2926	NA
ACH-000826	CAL-12T	CAL12T	CAL12T_LUNG	NA	753540	Male	DSMZ	CVCL_1105	2252	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	SIDM00939	NA	lung	NSCLC	NA	NA	2D: adherent	NA	NA	PT-nAjtb0	NA	Lung non-small cell carcinoma	C2926	NA
ACH-000827	WM-793	WM793	WM793_SKIN	NA	1299081	Male	WISTAR	CVCL_8787	114	skin	NA	Skin Cancer	Melanoma	37	SIDM00973	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-L3eOYW	NA	Melanoma	C3224	The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: D18S51: 11,14->14,15
ACH-000828	ZR-75-30	ZR7530	ZR7530_BREAST	NA	909907	Female	ATCC	CVCL_1661	429	ascites	Metastasis	Breast Cancer	Breast Ductal Carcinoma	47	SIDM00971	NA	breast	breast_ductal_carcinoma	ERpos_HER2pos	HER2_amp	2D: adherent	NA	NA	PT-mV0nNw	NA	Invasive breast carcinoma of no special type	C4194	NA
ACH-000829	HuNS1	HUNS1	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	CVCL_2526	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	NA	NA	NA	plasma_cell	multiple_myeloma	NA	NA	2D: suspension	NA	NA	PT-h5fVs5	NA	NA	NA	Misclassified. Grand-parent cell line (GM01500) was originally thought to be a myeloma cell line but is a B-lymphoblastoid cell line.
ACH-000830	NCI-H1436	NCIH1436	NCIH1436_LUNG	NA	908469	Male	ATCC	CVCL_1471	2120	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	39	SIDM00697	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-Fd4LwY	NA	Lung small cell carcinoma	C4917	NA
ACH-000831	HEC-50B	HEC50B	HEC50B_ENDOMETRIUM	NA	NA	Female	HSRRB	CVCL_2929	NA	ascites	Metastasis	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	NA	NA	NA	uterus	endometrial_adenocarcinoma	NA	NA	NA	NA	NA	PT-cmj7jX	NA	Endometrial adenocarcinoma	C7359	NA
ACH-000832	CAL 27	CAL27	CAL27_UPPER_AERODIGESTIVE_TRACT	NA	910916	Male	ATCC	CVCL_1107	1911	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma	56	SIDM00937	NA	upper_aerodigestive	upper_aerodigestive_squamous	NA	NA	2D: adherent	NA	NA	PT-JCJHPr	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000833	RH-30	RH30	RH30_SOFT_TISSUE	NA	NA	Male	DSMZ	CVCL_0041	NA	bone_marrow	Metastasis	Sarcoma	Rhabdomyosarcoma, alveolar	17	NA	NA	soft_tissue	rhabdomyosarcoma	alveolar	NA	2D: adherent	NA	NA	PT-lbYOig	NA	Alveolar rhabdomyosarcoma	C3749	Removed from DepMap; Removed from DepMap;
ACH-000834	UM-UC-1	UMUC1	UMUC1_URINARY_TRACT	NA	NA	Male	ECACC	CVCL_2743	NA	lymph_node	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	26	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-oxE5Td	NA	Bladder carcinoma	C4912	NA
ACH-000835	GCT	GCT	GCT_SOFT_TISSUE	NA	906999	Male	ATCC	CVCL_1229	963	soft_tissue	Metastasis	Sarcoma	Pleomorphic Sarcoma	29	SIDM00853	NA	soft_tissue	pleomorphic_sarcoma	NA	NA	2D: adherent	NA	NA	PT-0RBdNq	NA	Undifferentiated pleomorphic sarcoma	C4247	NA
ACH-000836	YD-15	YD15	YD15_SALIVARY_GLAND	NA	NA	Male	KCLB	CVCL_8930	NA	salivary_gland	NA	Head and Neck Cancer	Squamous Cell Carcinoma, tongue	39	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	tongue	NA	NA	NA	NA	PT-ZS5SNw	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-000838	AMO-1	AMO1	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1295741	Female	DSMZ	CVCL_1806	1204	ascites	Primary	Myeloma	Multiple Myeloma, plasmacytoma	64	SIDM00993	NA	plasma_cell	multiple_myeloma	plasmacytoma	NA	2D: suspension	NA	NA	PT-CmSm57	NA	Plasma cell myeloma	C3242	NA
ACH-000839	SCaBER	SCABER	SCABER_URINARY_TRACT	NA	NA	Male	ATCC	CVCL_3599	NA	urinary_tract	Primary	Bladder Cancer	Squamous Cell Carcinoma	58	SIDM00032	NA	urinary_tract	bladder_carcinoma	bladder_squamous	NA	2D: adherent	NA	NA	PT-l3KlxJ	NA	Bladder squamous cell carcinoma	C4031	NA
ACH-000840	HCC-366	HCC366	HCC366_LUNG	NA	1240144	Female	DSMZ	CVCL_2059	638	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma	80	SIDM01070	NA	lung	NSCLC	NSCLC_adenosquamous	NA	NA	NA	NA	PT-1JVU53	NA	Lung adenosquamous carcinoma	C9133	NA
ACH-000841	NCI-H2087	NCIH2087	NCIH2087_LUNG	NA	724834	Male	ATCC	CVCL_1524	915	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	69	SIDM00708	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	NA	NA	NA	PT-lYuNel	NA	Lung adenocarcinoma	C3512	NA
ACH-000842	SW 480	SW480	SW480_LARGE_INTESTINE	NA	NA	Male	ATCC	CVCL_0546	NA	lymph_node	Primary	Colon/Colorectal Cancer	Adenocarcinoma	51	SIDM00840	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-IPboWn	NA	Colon adenocarcinoma	C4349	NA
ACH-000843	HARA	HARA	HARA_LUNG	NA	1240142	Male	HSRRB	CVCL_2914	350	pleural_effusion	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	57	SIDM00598	NA	lung	NSCLC	NSCLC_squamous	NA	2D: adherent	NA	NA	PT-gQzNzd	NA	Lung squamous cell carcinoma	C3493	NA
ACH-000844	DMS 454	DMS454	DMS454_LUNG	NA	NA	Male	ECACC	CVCL_2438	NA	lung	Primary	Lung Cancer	Small Cell Lung Cancer (SCLC)	NA	NA	NA	lung	SCLC	NA	NA	2D: adherent	NA	NA	PT-fTe5Dw	NA	Lung small cell carcinoma	C4917	NA
ACH-000846	FaDu	FADU	FADU_UPPER_AERODIGESTIVE_TRACT	NA	906863	Male	ATCC	CVCL_1218	1170	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma	56	SIDM00860	NA	upper_aerodigestive	upper_aerodigestive_squamous	NA	NA	2D: adherent	NA	NA	PT-tolPHE	NA	Hypopharyngeal squamous cell carcinoma	C4043	NA
ACH-000847	HGC-27	HGC27	HGC27_STOMACH	NA	907055	NA	ECACC	CVCL_1279	1102	lymph_node	Metastasis	Gastric Cancer	Adenocarcinoma	NA	SIDM00290	NA	gastric	gastric_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-dAMXIu	NA	Gastric carcinoma	C4911	NA
ACH-000848	JHH-7	JHH7	JHH7_LIVER	NA	1240160	Male	HSRRB	CVCL_2805	1038	liver	Primary	Liver Cancer	Hepatocellular Carcinoma	53	SIDM00614	NA	liver	hepatocellular_carcinoma	NA	NA	NA	NA	NA	PT-WkfAGI	NA	Adult hepatocellular carcinoma	C7956	NA
ACH-000849	MDA-MB-468	MDAMB468	MDAMB468_BREAST	NA	908123	Female	ATCC	CVCL_0419	415	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	51	SIDM00628	NA	breast	breast_carcinoma	ERneg_HER2neg	basal_A	2D: adherent	NA	NA	PT-58loXx	NA	Breast adenocarcinoma	C5214	NA
ACH-000851	MOR/CPR	MORCPR	MORCPR_LUNG	NA	NA	NA	ECACC	CVCL_2620	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	NA	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: suspension	NA	NA	PT-klVvXs	NA	Lung adenocarcinoma	C3512	NA
ACH-000852	NCI-H1435	NCIH1435	NCIH1435_LUNG	NA	1298347	Female	ATCC	CVCL_1470	2119	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	35	SIDM00658	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: adherent	NA	NA	PT-9wHWAd	NA	Lung adenocarcinoma	C3512	NA
ACH-000853	NCI-H661	NCIH661	NCIH661_LUNG	NA	687829	Male	ATCC	CVCL_1577	107	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	43	SIDM01122	NA	lung	NSCLC	NSCLC_large_cell	NA	2D: adherent	NA	NA	PT-FGrsoV	NA	Lung large cell carcinoma	C4450	NA
ACH-000855	KYSE-150	KYSE150	KYSE150_OESOPHAGUS	NA	907317	Female	DSMZ	CVCL_1348	407	oesophagus	Primary	Esophageal Cancer	Squamous Cell Carcinoma	49	SIDM01031	NA	esophagus	esophagus_squamous	NA	NA	2D: adherent	NA	NA	PT-8JwTBr	NA	Esophageal squamous cell carcinoma	C4024	NA
